#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	pfam_name	pfam_acc	pfam_desc	Taxonomy
metaerg.pl|06858	NODE_1731_length_817_cov_3.21916	357	815	459	1	No	0	adh_short	PF00106	"short chain dehydrogenase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium dioxanotrophicus
metaerg.pl|06858	NODE_1731_length_817_cov_3.21916	357	815	459	1	No	0	adh_short_C2	PF13561	"Enoyl-(Acyl carrier protein) reductase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium dioxanotrophicus
metaerg.pl|06858	NODE_1731_length_817_cov_3.21916	357	815	459	1	No	0	KR	PF08659	"KR domain"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium dioxanotrophicus
metaerg.pl|06856	NODE_1732_length_817_cov_2.30315	63	809	747	1	No	0	Collagen	PF01391	"Collagen triple helix repeat (20 copies)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_E
metaerg.pl|06860	NODE_1736_length_816_cov_7	148	816	669	1	No	0	Phage_lysozyme2	PF18013	"Phage tail lysozyme"	unknow
metaerg.pl|06861	NODE_1734_length_816_cov_1.75164	2	814	813	-1	No	0	ACR_tran	PF00873	"AcrB/AcrD/AcrF family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06861	NODE_1734_length_816_cov_1.75164	2	814	813	-1	No	0	SecD_SecF	PF02355	"Protein export membrane protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06864	NODE_1738_length_815_cov_2.29737	354	815	462	-1	No	0	adh_short	PF00106	"short chain dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06864	NODE_1738_length_815_cov_2.29737	354	815	462	-1	No	0	adh_short_C2	PF13561	"Enoyl-(Acyl carrier protein) reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06863	NODE_1739_length_815_cov_1.43816	3	815	813	-1	No	0	ACR_tran	PF00873	"AcrB/AcrD/AcrF family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06865	NODE_1740_length_815_cov_2.11447	2	265	264	-1	No	0	Response_reg	PF00072	"Response regulator receiver domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06866	NODE_1740_length_815_cov_2.11447	277	813	537	-1	No	0	HATPase_c	PF02518	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06876	NODE_1743_length_814_cov_1.50593	409	813	405	1	No	0	MFS_1	PF07690	"Major Facilitator Superfamily"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06872	NODE_1742_length_814_cov_2.02899	437	814	378	1	No	0	S-AdoMet_synt_N	PF00438	"S-adenosylmethionine synthetase, N-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kimbladii
metaerg.pl|06874	NODE_1746_length_814_cov_4.45718	253	738	486	1	No	0	Arm-DNA-bind_4	PF14657	"Arm DNA-binding domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_J;s__Lactobacillus_J perolens
metaerg.pl|06874	NODE_1746_length_814_cov_4.45718	253	738	486	1	No	0	Phage_int_SAM_3	PF14659	"Phage integrase, N-terminal SAM-like domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_J;s__Lactobacillus_J perolens
metaerg.pl|06874	NODE_1746_length_814_cov_4.45718	253	738	486	1	No	0	Phage_int_SAM_5	PF13102	"Phage integrase SAM-like domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_J;s__Lactobacillus_J perolens
metaerg.pl|06873	NODE_1745_length_814_cov_1.18445	235	792	558	1	No	0	Alph_Pro_TM	PF09608	"Putative transmembrane protein (Alph_Pro_TM)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06881	NODE_1747_length_813_cov_2.0752	263	811	549	1	No	0	SMC_ScpA	PF02616	"Segregation and condensation protein ScpA"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|06877	NODE_1748_length_813_cov_2.76649	221	811	591	-1	No	0	His_biosynth	PF00977	"Histidine biosynthesis protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06877	NODE_1748_length_813_cov_2.76649	221	811	591	-1	No	0	Trp_syntA	PF00290	"Tryptophan synthase alpha chain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06879	NODE_1749_length_813_cov_6.34301	367	765	399	1	No	0	YopX	PF09643	"YopX protein"	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B luticellarii
metaerg.pl|06883	NODE_1751_length_812_cov_2.03567	55	717	663	-1	No	0	HTH_26	PF13443	"Cro/C1-type HTH DNA-binding domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis
metaerg.pl|06883	NODE_1751_length_812_cov_2.03567	55	717	663	-1	No	0	HTH_3	PF01381	"Helix-turn-helix"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis
metaerg.pl|06883	NODE_1751_length_812_cov_2.03567	55	717	663	-1	No	0	Peptidase_S24	PF00717	"Peptidase S24-like"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis
metaerg.pl|06882	NODE_1750_length_812_cov_2.87979	35	811	777	-1	No	0	Phage_integrase	PF00589	"Phage integrase family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_K
metaerg.pl|06884	NODE_1752_length_812_cov_17.3606	353	811	459	1	No	0	AAA_31	PF13614	"AAA domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G sp002418005
metaerg.pl|06884	NODE_1752_length_812_cov_17.3606	353	811	459	1	No	0	ArsA_ATPase	PF02374	"Anion-transporting ATPase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G sp002418005
metaerg.pl|06884	NODE_1752_length_812_cov_17.3606	353	811	459	1	No	0	CbiA	PF01656	"CobQ/CobB/MinD/ParA nucleotide binding domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G sp002418005
metaerg.pl|06884	NODE_1752_length_812_cov_17.3606	353	811	459	1	No	0	CBP_BcsQ	PF06564	"Cellulose biosynthesis protein BcsQ"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G sp002418005
metaerg.pl|06884	NODE_1752_length_812_cov_17.3606	353	811	459	1	No	0	Fer4_NifH	PF00142	"4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G sp002418005
metaerg.pl|06884	NODE_1752_length_812_cov_17.3606	353	811	459	1	No	0	MipZ	PF09140	"ATPase MipZ"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G sp002418005
metaerg.pl|06884	NODE_1752_length_812_cov_17.3606	353	811	459	1	No	0	ParA	PF10609	"NUBPL iron-transfer P-loop NTPase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G sp002418005
metaerg.pl|06891	NODE_1756_length_811_cov_1.58333	536	811	276	1	No	0	HTH_19	PF12844	"Helix-turn-helix domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__UBA7672 sp002280725
metaerg.pl|06891	NODE_1756_length_811_cov_1.58333	536	811	276	1	No	0	HTH_3	PF01381	"Helix-turn-helix"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__UBA7672 sp002280725
metaerg.pl|06891	NODE_1756_length_811_cov_1.58333	536	811	276	1	No	0	HTH_31	PF13560	"Helix-turn-helix domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__UBA7672 sp002280725
metaerg.pl|06887	NODE_1757_length_811_cov_2.33201	2	799	798	1	No	0	DUF3799	PF12684	"PDDEXK-like domain of unknown function (DUF3799)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombicola
metaerg.pl|06887	NODE_1757_length_811_cov_2.33201	2	799	798	1	No	0	PDDEXK_1	PF12705	"PD-(D/E)XK nuclease superfamily"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombicola
metaerg.pl|06889	NODE_1754_length_811_cov_1.26852	3	809	807	1	No	0	PhageMin_Tail	PF10145	"Phage-related minor tail protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|06892	NODE_1759_length_808_cov_1.56972	2	322	321	1	No	0	ZnuA	PF01297	"Zinc-uptake complex component A periplasmic"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06893	NODE_1759_length_808_cov_1.56972	322	807	486	1	No	0	AAA_29	PF13555	"P-loop containing region of AAA domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06893	NODE_1759_length_808_cov_1.56972	322	807	486	1	No	0	ABC_tran	PF00005	"ABC transporter"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06897	NODE_1763_length_807_cov_4.02261	2	805	804	-1	No	0	Phage_portal	PF04860	"Phage portal protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum sp900470195
metaerg.pl|06902	NODE_1767_length_806_cov_1518.77	1	480	480	1	No	0	DnaB_C	PF03796	"DnaB-like helicase C terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum sp900470195
metaerg.pl|06904	NODE_1765_length_806_cov_3.3502	3	527	525	-1	No	0	HTH_3	PF01381	"Helix-turn-helix"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;g__N15virus;s__Escherichia virus N15;
metaerg.pl|06904	NODE_1765_length_806_cov_3.3502	3	527	525	-1	No	0	Peptidase_S24	PF00717	"Peptidase S24-like"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;g__N15virus;s__Escherichia virus N15;
metaerg.pl|06905	NODE_1766_length_806_cov_73.49	2	184	183	1	No	0	DUF2577	PF10844	"Protein of unknown function (DUF2577)"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06906	NODE_1766_length_806_cov_73.49	186	662	477	1	No	0	DUF2634	PF10934	"Protein of unknown function (DUF2634)"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06907	NODE_1768_length_805_cov_2.17067	2	376	375	-1	No	0	AA_kinase	PF00696	"Amino acid kinase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06908	NODE_1768_length_805_cov_2.17067	524	805	282	-1	No	0	EF_TS	PF00889	"Elongation factor TS"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06910	NODE_1770_length_805_cov_2.85067	455	679	225	1	No	0	YdaS_antitoxin	PF15943	"Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|06911	NODE_1773_length_804_cov_4.25901	2	451	450	1	No	0	Phage_integrase	PF00589	"Phage integrase family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis
metaerg.pl|06912	NODE_1773_length_804_cov_4.25901	500	712	213	-1	No	0	Phage_AlpA	PF05930	"Prophage CP4-57 regulatory protein (AlpA)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis
metaerg.pl|06917	NODE_1774_length_803_cov_2.1631	475	801	327	1	No	0	Ribosomal_L21p	PF00829	"Ribosomal prokaryotic L21 protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06915	NODE_1775_length_803_cov_3.75936	2	802	801	-1	No	0	DNA_pol3_beta	PF00712	"DNA polymerase III beta subunit, N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002705045;s__GCA-002705045 sp002704385
metaerg.pl|06915	NODE_1775_length_803_cov_3.75936	2	802	801	-1	No	0	DNA_pol3_beta_2	PF02767	"DNA polymerase III beta subunit, central domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002705045;s__GCA-002705045 sp002704385
metaerg.pl|06919	NODE_1497_length_802_cov_2.56009	1	639	639	-1	No	0	MFS_1	PF07690	"Major Facilitator Superfamily"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06918	NODE_1776_length_802_cov_2.71888	216	800	585	-1	No	0	TNV_CP	PF03898	"Satellite tobacco necrosis virus coat protein"	d__Viruses;no__unclassified viruses;s__Lake Sarah-associated circular virus-27;
metaerg.pl|06925	NODE_1782_length_801_cov_58.5282	3	800	798	-1	No	0	ResIII	PF04851	"Type III restriction enzyme, res subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp001424945
metaerg.pl|06925	NODE_1782_length_801_cov_58.5282	3	800	798	-1	No	0	SNF2_N	PF00176	"SNF2 family N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp001424945
metaerg.pl|06930	NODE_1783_length_800_cov_1.60268	33	662	630	-1	No	0	FCD	PF07729	"FCD domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06930	NODE_1783_length_800_cov_1.60268	33	662	630	-1	No	0	GntR	PF00392	"Bacterial regulatory proteins, gntR family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06928	NODE_1784_length_800_cov_1.85772	125	523	399	1	No	0	DoxX	PF07681	"DoxX"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|06934	NODE_1786_length_799_cov_1.54839	2	730	729	-1	No	0	3Beta_HSD	PF01073	"3-beta hydroxysteroid dehydrogenase/isomerase family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia ureilytica
metaerg.pl|06934	NODE_1786_length_799_cov_1.54839	2	730	729	-1	No	0	Epimerase	PF01370	"NAD dependent epimerase/dehydratase family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia ureilytica
metaerg.pl|06934	NODE_1786_length_799_cov_1.54839	2	730	729	-1	No	0	GDP_Man_Dehyd	PF16363	"GDP-mannose 4,6 dehydratase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia ureilytica
metaerg.pl|06934	NODE_1786_length_799_cov_1.54839	2	730	729	-1	No	0	Polysacc_synt_2	PF02719	"Polysaccharide biosynthesis protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia ureilytica
metaerg.pl|06934	NODE_1786_length_799_cov_1.54839	2	730	729	-1	No	0	RmlD_sub_bind	PF04321	"RmlD substrate binding domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia ureilytica
metaerg.pl|06931	NODE_1792_length_799_cov_3.33871	152	784	633	-1	No	0	DUF1018	PF06252	"Protein of unknown function (DUF1018)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium sp900469445
metaerg.pl|06933	NODE_1795_length_799_cov_8.13881	108	797	690	-1	No	0	DUF1828	PF08861	"Domain of unknown function DUF1828"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_E
metaerg.pl|06936	NODE_1789_length_799_cov_4.12097	3	797	795	1	No	0	Phage_GPA	PF05840	"Bacteriophage replication gene A protein (GPA)"	d__Viruses;no__ssDNA viruses;f__Microviridae;no__unclassified Microviridae;s__Eel River basin pequenovirus;
metaerg.pl|06941	NODE_1794_length_797_cov_2.45283	104	796	693	-1	No	0	PEP-utilizers_C	PF02896	"PEP-utilising enzyme, TIM barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|06940	NODE_1793_length_797_cov_1.55795	1	759	759	1	No	0	PTS_EIIC_2	PF13303	"Phosphotransferase system, EIIC"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06947	NODE_1798_length_796_cov_1.06748	85	795	711	1	No	0	Bac_luciferase	PF00296	"Luciferase-like monooxygenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06944	NODE_1799_length_796_cov_2.37382	1	795	795	1	No	0	Na_H_Exchanger	PF00999	"Sodium/hydrogen exchanger family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06943	NODE_1802_length_796_cov_6.56545	247	726	480	1	No	0	Sipho_Gp157	PF05565	"Siphovirus Gp157"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06946	NODE_1797_length_796_cov_2.5722	51	794	744	-1	No	0	AAA_21	PF13304	"AAA domain, putative AbiEii toxin, Type IV TA system"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06946	NODE_1797_length_796_cov_2.5722	51	794	744	-1	No	0	ABC_tran	PF00005	"ABC transporter"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06950	NODE_1803_length_794_cov_1.75101	343	792	450	-1	No	0	NUDIX	PF00293	"NUDIX domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06951	NODE_1805_length_794_cov_1.86062	2	682	681	1	No	0	Cu-oxidase_4	PF02578	"Multi-copper polyphenol oxidoreductase laccase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06948	NODE_1804_length_794_cov_3.46955	5	319	315	-1	No	0	Phage_XkdX	PF09693	"Phage uncharacterised protein (Phage_XkdX)"	unknow
metaerg.pl|06952	NODE_1806_length_793_cov_1.771	131	367	237	1	No	0	Phage_integrase	PF00589	"Phage integrase family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp000499185
metaerg.pl|06959	NODE_1812_length_792_cov_9.15468	2	790	789	-1	No	0	Phage-tail_3	PF13550	"Putative phage tail protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__USBA-369;s__USBA-369 sp900167365
metaerg.pl|06960	NODE_1809_length_792_cov_3.07056	1	792	792	1	No	0	LptF_LptG	PF03739	"Lipopolysaccharide export system permease LptF/LptG"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06958	NODE_1811_length_792_cov_8.16554	2	529	528	-1	No	0	Band_7	PF01145	"SPFH domain / Band 7 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__HdN1;s__HdN1 sp000198515
metaerg.pl|06962	NODE_1815_length_791_cov_1.71603	2	610	609	-1	No	0	HTH_20	PF12840	"Helix-turn-helix domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06962	NODE_1815_length_791_cov_1.71603	2	610	609	-1	No	0	HTH_24	PF13412	"Winged helix-turn-helix DNA-binding"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06962	NODE_1815_length_791_cov_1.71603	2	610	609	-1	No	0	HTH_5	PF01022	"Bacterial regulatory protein, arsR family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
