#Accession	ID	Description	Count	Count_pct
PF01914	MarC	"MarC family integral membrane protein"	4	0.02
PF01740	STAS	"STAS domain"	1	0.01
PF00574	CLP_protease	"Clp protease"	14	0.08
PF03006	HlyIII	"Haemolysin-III related"	1	0.01
PF14659	Phage_int_SAM_3	"Phage integrase, N-terminal SAM-like domain"	37	0.20
PF00763	THF_DHG_CYH	"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain"	1	0.01
PF07508	Recombinase	"Recombinase"	1	0.01
PF01458	UPF0051	"Uncharacterized protein family (UPF0051)"	4	0.02
PF04546	Sigma70_ner	"Sigma-70, non-essential region"	1	0.01
PF03060	NMO	"Nitronate monooxygenase"	8	0.04
PF03652	RuvX	"Holliday junction resolvase"	3	0.02
PF02384	N6_Mtase	"N-6 DNA Methylase"	14	0.08
PF01595	DUF21	"Cyclin M transmembrane N-terminal domain"	1	0.01
PF01156	IU_nuc_hydro	"Inosine-uridine preferring nucleoside hydrolase"	1	0.01
PF00639	Rotamase	"PPIC-type PPIASE domain"	3	0.02
PF02353	CMAS	"Mycolic acid cyclopropane synthetase"	2	0.01
PF03608	EII-GUT	"PTS system enzyme II sorbitol-specific factor"	1	0.01
PF02682	CT_C_D	"Carboxyltransferase domain, subdomain C and D"	2	0.01
PF01625	PMSR	"Peptide methionine sulfoxide reductase"	6	0.03
PF02901	PFL-like	"Pyruvate formate lyase-like"	2	0.01
PF01288	HPPK	"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)"	1	0.01
PF09902	DUF2129	"Uncharacterized protein conserved in bacteria (DUF2129)"	1	0.01
PF13930	Endonuclea_NS_2	"DNA/RNA non-specific endonuclease"	1	0.01
PF01556	DnaJ_C	"DnaJ C terminal domain"	1	0.01
PF08813	Phage_tail_3	"Phage tail tube protein, TTP"	3	0.02
PF03690	UPF0160	"Uncharacterised protein family (UPF0160)"	1	0.01
PF01132	EFP	"Elongation factor P (EF-P) OB domain"	2	0.01
PF07463	NUMOD4	"NUMOD4 motif"	1	0.01
PF00459	Inositol_P	"Inositol monophosphatase family"	6	0.03
PF04216	FdhE	"Protein involved in formate dehydrogenase formation"	2	0.01
PF10552	ORF6C	"ORF6C domain"	10	0.05
PF04186	FxsA	"FxsA cytoplasmic membrane protein "	2	0.01
PF01138	RNase_PH	"3' exoribonuclease family, domain 1"	3	0.02
PF06120	Phage_HK97_TLTM	"Tail length tape measure protein"	5	0.03
PF02498	Bro-N	"BRO family, N-terminal domain"	21	0.12
PF01149	Fapy_DNA_glyco	"Formamidopyrimidine-DNA glycosylase N-terminal domain"	3	0.02
PF03812	KdgT	"2-keto-3-deoxygluconate permease"	2	0.01
PF08890	Phage_TAC_5	"Phage XkdN-like tail assembly chaperone protein, TAC"	8	0.04
PF04951	Peptidase_M55	"D-aminopeptidase"	1	0.01
PF06152	Phage_min_cap2	"Phage minor capsid protein 2"	3	0.02
PF14657	Arm-DNA-bind_4	"Arm DNA-binding domain"	13	0.07
PF07479	NAD_Gly3P_dh_C	"NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus"	1	0.01
PF00590	TP_methylase	"Tetrapyrrole (Corrin/Porphyrin) Methylases"	12	0.07
PF13207	AAA_17	"AAA domain"	1	0.01
PF10509	GalKase_gal_bdg	"Galactokinase galactose-binding signature"	1	0.01
PF13683	rve_3	"Integrase core domain"	5	0.03
PF02390	Methyltransf_4	"Putative methyltransferase"	2	0.01
PF10112	Halogen_Hydrol	"5-bromo-4-chloroindolyl phosphate hydrolysis protein"	1	0.01
PF00230	MIP	"Major intrinsic protein"	2	0.01
PF13710	ACT_5	"ACT domain"	1	0.01
PF00334	NDK	"Nucleoside diphosphate kinase"	1	0.01
PF00924	MS_channel	"Mechanosensitive ion channel"	1	0.01
PF00679	EFG_C	"Elongation factor G C-terminus"	5	0.03
PF13491	FtsK_4TM	"4TM region of DNA translocase FtsK/SpoIIIE"	1	0.01
PF04879	Molybdop_Fe4S4	"Molybdopterin oxidoreductase Fe4S4 domain"	2	0.01
PF05662	YadA_stalk	"Coiled stalk of trimeric autotransporter adhesin"	3	0.02
PF03616	Glt_symporter	"Sodium/glutamate symporter"	2	0.01
PF02481	DNA_processg_A	"DNA recombination-mediator protein A"	6	0.03
PF00146	NADHdh	"NADH dehydrogenase"	2	0.01
PF02518	HATPase_c	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"	24	0.13
PF05651	Diacid_rec	"Putative sugar diacid recognition"	1	0.01
PF03446	NAD_binding_2	"NAD binding domain of 6-phosphogluconate dehydrogenase"	8	0.04
PF05167	DUF711	"Uncharacterised ACR (DUF711)"	2	0.01
PF03796	DnaB_C	"DnaB-like helicase C terminal domain"	27	0.15
PF06946	Phage_holin_5_1	"Bacteriophage A118-like holin, Hol118"	1	0.01
PF04115	Ureidogly_lyase	"Ureidoglycolate lyase"	1	0.01
PF02423	OCD_Mu_crystall	"Ornithine cyclodeaminase/mu-crystallin family"	3	0.02
PF00581	Rhodanese	"Rhodanese-like domain"	5	0.03
PF01909	NTP_transf_2	"Nucleotidyltransferase domain"	2	0.01
PF13514	AAA_27	"AAA domain"	1	0.01
PF00327	Ribosomal_L30	"Ribosomal protein L30p/L7e"	1	0.01
PF14317	YcxB	"YcxB-like protein"	1	0.01
PF05544	Pro_racemase	"Proline racemase"	4	0.02
PF02880	PGM_PMM_III	"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III"	5	0.03
PF02823	ATP-synt_DE_N	"ATP synthase, Delta/Epsilon chain, beta-sandwich domain"	1	0.01
PF13537	GATase_7	"Glutamine amidotransferase domain"	3	0.02
PF04577	DUF563	"Protein of unknown function (DUF563)"	1	0.01
PF14216	DUF4326	"Domain of unknown function (DUF4326)"	1	0.01
PF06381	DUF1073	"Protein of unknown function (DUF1073)"	18	0.10
PF00231	ATP-synt	"ATP synthase"	3	0.02
PF01040	UbiA	"UbiA prenyltransferase family"	3	0.02
PF03411	Peptidase_M74	"Penicillin-insensitive murein endopeptidase"	1	0.01
PF12008	EcoR124_C	"Type I restriction and modification enzyme - subunit R C terminal"	1	0.01
PF01325	Fe_dep_repress	"Iron dependent repressor, N-terminal DNA binding domain"	3	0.02
PF01568	Molydop_binding	"Molydopterin dinucleotide binding domain"	1	0.01
PF03830	PTSIIB_sorb	"PTS system sorbose subfamily IIB component"	2	0.01
PF00849	PseudoU_synth_2	"RNA pseudouridylate synthase"	7	0.04
PF12096	DUF3572	"Protein of unknown function (DUF3572)"	1	0.01
PF03237	Terminase_6	"Terminase-like family"	26	0.14
PF02661	Fic	"Fic/DOC family"	7	0.04
PF01176	eIF-1a	"Translation initiation factor 1A / IF-1"	1	0.01
PF00149	Metallophos	"Calcineurin-like phosphoesterase"	17	0.09
PF06620	DUF1150	"Protein of unknown function (DUF1150)"	3	0.02
PF04079	SMC_ScpB	"Segregation and condensation complex subunit ScpB"	2	0.01
PF03461	TRCF	"TRCF domain"	1	0.01
PF06165	Glyco_transf_36	"Glycosyltransferase family 36"	3	0.02
PF00521	DNA_topoisoIV	"DNA gyrase/topoisomerase IV, subunit A"	9	0.05
PF00476	DNA_pol_A	"DNA polymerase family A"	22	0.12
PF01037	AsnC_trans_reg	"Lrp/AsnC ligand binding domain"	2	0.01
PF04466	Terminase_3	"Phage terminase large subunit"	34	0.19
PF05866	RusA	"Endodeoxyribonuclease RusA"	26	0.14
PF01326	PPDK_N	"Pyruvate phosphate dikinase, PEP/pyruvate binding domain"	2	0.01
PF08751	TrwC	"TrwC relaxase"	1	0.01
PF16113	ECH_2	"Enoyl-CoA hydratase/isomerase"	2	0.01
PF01171	ATP_bind_3	"PP-loop family"	2	0.01
PF01227	GTP_cyclohydroI	"GTP cyclohydrolase I"	1	0.01
PF01433	Peptidase_M1	"Peptidase family M1 domain"	2	0.01
PF00108	Thiolase_N	"Thiolase, N-terminal domain"	5	0.03
PF00154	RecA	"recA bacterial DNA recombination protein"	9	0.05
PF01648	ACPS	"4'-phosphopantetheinyl transferase superfamily"	2	0.01
PF12728	HTH_17	"Helix-turn-helix domain"	3	0.02
PF13632	Glyco_trans_2_3	"Glycosyl transferase family group 2"	2	0.01
PF00196	GerE	"Bacterial regulatory proteins, luxR family"	1	0.01
PF10651	BppU_N	"BppU N-terminal domain"	10	0.05
PF01094	ANF_receptor	"Receptor family ligand binding region"	1	0.01
PF00675	Peptidase_M16	"Insulinase (Peptidase family M16)"	4	0.02
PF03458	UPF0126	"UPF0126 domain"	1	0.01
PF00885	DMRL_synthase	"6,7-dimethyl-8-ribityllumazine synthase"	1	0.01
PF04994	TfoX_C	"TfoX C-terminal domain"	1	0.01
PF00411	Ribosomal_S11	"Ribosomal protein S11"	1	0.01
PF00271	Helicase_C	"Helicase conserved C-terminal domain"	35	0.19
PF01758	SBF	"Sodium Bile acid symporter family"	1	0.01
PF13481	AAA_25	"AAA domain"	7	0.04
PF13522	GATase_6	"Glutamine amidotransferase domain"	3	0.02
PF11760	CbiG_N	"Cobalamin synthesis G N-terminal"	1	0.01
PF04233	Phage_Mu_F	"Phage Mu protein F like protein"	26	0.14
PF10065	DUF2303	"Uncharacterized conserved protein (DUF2303)"	6	0.03
PF03562	MltA	"MltA specific insert domain"	1	0.01
PF04630	Phage_TTP_1	"Phage tail tube protein"	9	0.05
PF15919	HicB_lk_antitox	"HicB_like antitoxin of bacterial toxin-antitoxin system"	8	0.04
PF07750	GcrA	"GcrA cell cycle regulator"	1	0.01
PF02559	CarD_CdnL_TRCF	"CarD-like/TRCF domain"	2	0.01
PF07973	tRNA_SAD	"Threonyl and Alanyl tRNA synthetase second additional domain"	1	0.01
PF13685	Fe-ADH_2	"Iron-containing alcohol dehydrogenase"	1	0.01
PF02600	DsbB	"Disulfide bond formation protein DsbB"	2	0.01
PF02595	Gly_kinase	"Glycerate kinase family"	1	0.01
PF13227	DUF4035	"Protein of unknown function (DUF4035)"	3	0.02
PF02938	GAD	"GAD domain"	2	0.01
PF16518	GrlR	"T3SS negative regulator,GrlR"	1	0.01
PF04039	MnhB	"Domain related to MnhB subunit of Na+/H+ antiporter"	1	0.01
PF13085	Fer2_3	"2Fe-2S iron-sulfur cluster binding domain"	1	0.01
PF00479	G6PD_N	"Glucose-6-phosphate dehydrogenase, NAD binding domain"	3	0.02
PF12102	DUF3578	"Domain of unknown function (DUF3578)"	2	0.01
PF05816	TelA	"Toxic anion resistance protein (TelA)"	2	0.01
PF02075	RuvC	"Crossover junction endodeoxyribonuclease RuvC"	2	0.01
PF17289	Terminase_6C	"Terminase RNaseH-like domain"	22	0.12
PF03588	Leu_Phe_trans	"Leucyl/phenylalanyl-tRNA protein transferase"	1	0.01
PF14718	SLT_L	"Soluble lytic murein transglycosylase L domain"	2	0.01
PF11367	DUF3168	"Protein of unknown function (DUF3168)"	6	0.03
PF10634	Iron_transport	"Fe2+ transport protein"	2	0.01
PF14711	Nitr_red_bet_C	"Respiratory nitrate reductase beta C-terminal"	1	0.01
PF00488	MutS_V	"MutS domain V"	3	0.02
PF05489	Phage_tail_X	"Phage Tail Protein X"	6	0.03
PF02305	Phage_F	"Capsid protein (F protein)"	43	0.24
PF02698	DUF218	"DUF218 domain"	1	0.01
PF01408	GFO_IDH_MocA	"Oxidoreductase family, NAD-binding Rossmann fold"	3	0.02
PF03382	DUF285	"Mycoplasma protein of unknown function, DUF285"	17	0.09
PF03328	HpcH_HpaI	"HpcH/HpaI aldolase/citrate lyase family"	3	0.02
PF04209	HgmA	"homogentisate 1,2-dioxygenase"	1	0.01
PF16729	DUF5067	"Domain of unknown function (DUF5067)"	3	0.02
PF06723	MreB_Mbl	"MreB/Mbl protein"	4	0.02
PF04408	HA2	"Helicase associated domain (HA2)"	1	0.01
PF11412	DsbC	"Disulphide bond corrector protein DsbC"	2	0.01
PF05992	SbmA_BacA	"SbmA/BacA-like family"	3	0.02
PF00355	Rieske	"Rieske [2Fe-2S] domain"	2	0.01
PF18740	EC042_2821	"EC042_2821-lke REase"	1	0.01
PF09832	DUF2059	"Uncharacterized protein conserved in bacteria (DUF2059)"	1	0.01
PF05437	AzlD	"Branched-chain amino acid transport protein (AzlD)"	2	0.01
PF01755	Glyco_transf_25	"Glycosyltransferase family 25 (LPS biosynthesis protein)"	5	0.03
PF02361	CbiQ	"Cobalt transport protein"	1	0.01
PF03476	MOSC_N	"MOSC N-terminal beta barrel domain"	1	0.01
PF00664	ABC_membrane	"ABC transporter transmembrane region"	9	0.05
PF09414	RNA_ligase	"RNA ligase"	3	0.02
PF02470	MlaD	"MlaD protein"	2	0.01
PF02407	Viral_Rep	"Putative viral replication protein"	39	0.21
PF00883	Peptidase_M17	"Cytosol aminopeptidase family, catalytic domain"	7	0.04
PF05690	ThiG	"Thiazole biosynthesis protein ThiG"	3	0.02
PF08460	SH3_5	"Bacterial SH3 domain"	23	0.13
