#KO	Name	Definition	Count	Count_pct
K02188	cbiD	"cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]"	1	0.01
K11541	URA2	"carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2]"	8	0.04
K12370	dppC	"dipeptide transport system permease protein"	1	0.01
K13634	cysB	"LysR family transcriptional regulator, cys regulon transcriptional activator"	1	0.01
K05588	hoxU	"bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]"	2	0.01
K05364	pbpA	"penicillin-binding protein A"	2	0.01
K09817	znuC	"zinc transport system ATP-binding protein [EC:7.2.2.-]"	6	0.03
K12700	rihC	"non-specific riboncleoside hydrolase [EC:3.2.-.-]"	1	0.01
K00134	GAPDH, gapA	"glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"	1	0.01
K02029	ABC.PA.P	"polar amino acid transport system permease protein"	7	0.04
K03311	TC.LIVCS	"branched-chain amino acid:cation transporter, LIVCS family"	1	0.01
K02887	RP-L20, MRPL20, rplT	"large subunit ribosomal protein L20"	2	0.01
K07736	carD	"CarD family transcriptional regulator"	1	0.01
K00625	E2.3.1.8, pta	"phosphate acetyltransferase [EC:2.3.1.8]"	6	0.03
K07304	msrA	"peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]"	9	0.05
K02863	RP-L1, MRPL1, rplA	"large subunit ribosomal protein L1"	1	0.01
K14664	ILR1	"IAA-amino acid hydrolase [EC:3.5.1.-]"	1	0.01
K01904	4CL	"4-coumarate--CoA ligase [EC:6.2.1.12]"	2	0.01
K14059	int	"integrase"	2	0.01
K18979	queG	"epoxyqueuosine reductase [EC:1.17.99.6]"	3	0.02
K03070	secA	"preprotein translocase subunit SecA [EC:7.4.2.8]"	5	0.03
K02986	RP-S4, rpsD	"small subunit ribosomal protein S4"	1	0.01
K09765	queH	"epoxyqueuosine reductase [EC:1.17.99.6]"	1	0.01
K02042	phnE	"phosphonate transport system permease protein"	1	0.01
K02446	glpX	"fructose-1,6-bisphosphatase II [EC:3.1.3.11]"	1	0.01
K09574	FKBP8	"FK506-binding protein 8 [EC:5.2.1.8]"	2	0.01
K01752	E4.3.1.17, sdaA, sdaB, tdcG	"L-serine dehydratase [EC:4.3.1.17]"	6	0.03
K01354	ptrB	"oligopeptidase B [EC:3.4.21.83]"	3	0.02
K02065	mlaF, linL, mkl	"phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein"	9	0.05
K00852	rbsK, RBKS	"ribokinase [EC:2.7.1.15]"	2	0.01
K00244	frdA	"fumarate reductase flavoprotein subunit [EC:1.3.5.4]"	4	0.02
K08151	tetA	"MFS transporter, DHA1 family, tetracycline resistance protein"	1	0.01
K18657	zapC	"cell division protein ZapC"	1	0.01
K02759	PTS-Cel-EIIA, celC, chbA	"PTS system, cellobiose-specific IIA component [EC:2.7.1.196 2.7.1.205]"	1	0.01
K00992	murU	"N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]"	17	0.09
K01704	leuD, IPMI-S	"3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]"	3	0.02
K07391	comM	"magnesium chelatase family protein"	3	0.02
K00001	E1.1.1.1, adh	"alcohol dehydrogenase [EC:1.1.1.1]"	4	0.02
K08303	K08303	"putative protease [EC:3.4.-.-]"	12	0.07
K01449	cwlJ, sleB	"N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"	21	0.12
K03778	ldhA	"D-lactate dehydrogenase [EC:1.1.1.28]"	3	0.02
K01056	PTH1, pth, spoVC	"peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]"	4	0.02
K00556	trmH	"tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]"	1	0.01
K13498	trpCF	"indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]"	2	0.01
K10831	tauB	"taurine transport system ATP-binding protein [EC:7.6.2.7]"	1	0.01
K02023		""	40	0.22
K15640	K15640, phoE	"uncharacterized phosphatase"	5	0.03
K02358	tuf, TUFM	"elongation factor Tu"	7	0.04
K01286	E3.4.16.4	"D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]"	10	0.05
K02744	PTS-Aga-EIIA, agaF	"PTS system, N-acetylgalactosamine-specific IIA component [EC:2.7.1.-]"	14	0.08
K01951	guaA, GMPS	"GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"	11	0.06
K01303	APEH	"acylaminoacyl-peptidase [EC:3.4.19.1]"	1	0.01
K11788	ADE5	"phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1]"	7	0.04
K12372	dppF	"dipeptide transport system ATP-binding protein"	3	0.02
K03744	lemA	"LemA protein"	3	0.02
K00234	SDHA, SDH1	"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]"	2	0.01
K02879	RP-L17, MRPL17, rplQ	"large subunit ribosomal protein L17"	2	0.01
K00069	HPGD	"15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]"	1	0.01
K01695	trpA	"tryptophan synthase alpha chain [EC:4.2.1.20]"	5	0.03
K04516	AROA1, aroA	"chorismate mutase [EC:5.4.99.5]"	3	0.02
K03590	ftsA	"cell division protein FtsA"	5	0.03
K02434	gatB, PET112	"aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]"	2	0.01
K13532	kinD	"two-component system, sporulation sensor kinase D [EC:2.7.13.3]"	8	0.04
K02106	atoE	"short-chain fatty acids transporter"	1	0.01
K01954	K01954	"carbamoyl-phosphate synthase [EC:6.3.5.5]"	6	0.03
K00209	fabV, ter	"enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]"	1	0.01
K00995	pgsA, PGS1	"CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]"	2	0.01
K02048	cysP	"sulfate/thiosulfate transport system substrate-binding protein"	5	0.03
K10037	glnP	"glutamine transport system permease protein"	1	0.01
K01256	pepN	"aminopeptidase N [EC:3.4.11.2]"	5	0.03
K03529	smc	"chromosome segregation protein"	4	0.02
K07275	ompW	"outer membrane protein"	3	0.02
K07556	ATPeAF2, ATPAF2, ATP12	"ATP synthase mitochondrial F1 complex assembly factor 2"	1	0.01
K03110	ftsY	"fused signal recognition particle receptor"	3	0.02
K14266	prnA, rebH, ktzQ	"tryptophan 7-halogenase [EC:1.14.19.9]"	1	0.01
K03650	mnmE, trmE, MSS1	"tRNA modification GTPase [EC:3.6.-.-]"	2	0.01
K20457	DHFS	"dihydrofolate synthase [EC:6.3.2.12]"	1	0.01
K04096	smf	"DNA processing protein"	3	0.02
K07090	K07090	"uncharacterized protein"	1	0.01
K01772	hemH, FECH	"protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]"	1	0.01
K03799	htpX	"heat shock protein HtpX [EC:3.4.24.-]"	1	0.01
K01409	KAE1, tsaD, QRI7	"N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]"	4	0.02
K02003	ABC.CD.A	"putative ABC transport system ATP-binding protein"	10	0.05
K11177	yagR	"xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]"	1	0.01
K02782	PTS-Gut-EIIB, srlE	"PTS system, glucitol/sorbitol-specific IIB component [EC:2.7.1.198]"	1	0.01
K00769	gpt	"xanthine phosphoribosyltransferase [EC:2.4.2.22]"	1	0.01
K00102	LDHD, dld	"D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]"	3	0.02
K10806	yciA	"acyl-CoA thioesterase YciA [EC:3.1.2.-]"	1	0.01
K05559	phaA	"multicomponent K+:H+ antiporter subunit A"	7	0.04
K00370	narG, narZ, nxrA	"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]"	9	0.05
K01012	bioB	"biotin synthase [EC:2.8.1.6]"	3	0.02
K03072	secD	"preprotein translocase subunit SecD"	9	0.05
K01933	purM	"phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]"	7	0.04
K01239	iunH	"purine nucleosidase [EC:3.2.2.1]"	1	0.01
K19577	ydhP	"MFS transporter, DHA1 family, inner membrane transport protein"	2	0.01
K13182	DDX39	"ATP-dependent RNA helicase DDX39 [EC:3.6.4.13]"	5	0.03
K03704	cspA	"cold shock protein"	3	0.02
K00652	bioF	"8-amino-7-oxononanoate synthase [EC:2.3.1.47]"	1	0.01
K01115	PLD1_2	"phospholipase D1/2 [EC:3.1.4.4]"	1	0.01
K07106	murQ	"N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]"	1	0.01
K03953	NDUFA9	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9"	1	0.01
K13811	PAPSS	"3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]"	4	0.02
K03587	ftsI	"cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]"	8	0.04
K12267	msrAB	"peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]"	9	0.05
K01338	lon	"ATP-dependent Lon protease [EC:3.4.21.53]"	8	0.04
K10824	nikE, cntF	"nickel transport system ATP-binding protein [EC:7.2.2.11]"	1	0.01
K03092	rpoN	"RNA polymerase sigma-54 factor"	2	0.01
K02812	PTS-Sor-EIIA, sorF	"PTS system, sorbose-specific IIA component [EC:2.7.1.206]"	15	0.08
K01222	E3.2.1.86A, celF	"6-phospho-beta-glucosidase [EC:3.2.1.86]"	2	0.01
K03293	TC.AAT	"amino acid transporter, AAT family"	1	0.01
K14261	alaC	"alanine-synthesizing transaminase [EC:2.6.1.-]"	1	0.01
K08884	K08884	"serine/threonine protein kinase, bacterial [EC:2.7.11.1]"	27	0.15
K00549	metE	"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"	2	0.01
K02031	ABC.PE.A	"peptide/nickel transport system ATP-binding protein"	10	0.05
K08860	EIF2AK3	"eukaryotic translation initiation factor 2-alpha kinase 3 [EC:2.7.11.1]"	1	0.01
K01525	apaH	"bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]"	1	0.01
K09970	aapQ, bztB	"general L-amino acid transport system permease protein"	2	0.01
K02083	allC	"allantoate deiminase [EC:3.5.3.9]"	1	0.01
K00969	nadD	"nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]"	2	0.01
K08692	mtkB	"malate-CoA ligase subunit alpha [EC:6.2.1.9]"	1	0.01
K08475	pgtB	"two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]"	23	0.13
K03594	bfr	"bacterioferritin [EC:1.16.3.1]"	1	0.01
K00451	HGD, hmgA	"homogentisate 1,2-dioxygenase [EC:1.13.11.5]"	1	0.01
K07387	K07387	"metalloprotease [EC:3.4.24.-]"	1	0.01
K09693	tagH	"teichoic acid transport system ATP-binding protein [EC:7.5.2.4]"	9	0.05
K10820	ytfR	"galactofuranose transport system ATP-binding protein [EC:7.5.2.9]"	1	0.01
K01507	ppa	"inorganic pyrophosphatase [EC:3.6.1.1]"	1	0.01
K13411	DUOX, THOX	"dual oxidase [EC:1.6.3.1 1.11.1.-]"	2	0.01
K01756	purB, ADSL	"adenylosuccinate lyase [EC:4.3.2.2]"	5	0.03
K02959	RP-S16, MRPS16, rpsP	"small subunit ribosomal protein S16"	1	0.01
K03695	clpB	"ATP-dependent Clp protease ATP-binding subunit ClpB"	7	0.04
K01963	accD	"acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]"	3	0.02
K07166	K07166	"ACT domain-containing protein"	1	0.01
K15037	K15037	"biotin carboxyl carrier protein"	1	0.01
K02755	PTS-Bgl-EIIA, bglF, bglP	"PTS system, beta-glucoside-specific IIA component [EC:2.7.1.-]"	12	0.07
K04765	mazG	"nucleoside triphosphate diphosphatase [EC:3.6.1.9]"	1	0.01
K02474	wbpO	"UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]"	1	0.01
K07407	E3.2.1.22B, galA, rafA	"alpha-galactosidase [EC:3.2.1.22]"	1	0.01
K04496	CTBP	"C-terminal binding protein"	1	0.01
K00384	trxB, TRR	"thioredoxin reductase (NADPH) [EC:1.8.1.9]"	5	0.03
K02484	K02484	"two-component system, OmpR family, sensor kinase [EC:2.7.13.3]"	58	0.32
K16235	mmuP	"S-methylmethionine transporter"	1	0.01
K03386	PRDX2_4, ahpC	"peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]"	9	0.05
K13501	TRP1	"anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27 4.1.1.48 5.3.1.24]"	9	0.05
K19231	bmaC	"fibronectin-binding autotransporter adhesin"	2	0.01
K02532	lacY	"MFS transporter, OHS family, lactose permease"	1	0.01
K03694	clpA	"ATP-dependent Clp protease ATP-binding subunit ClpA"	1	0.01
K02379	fdhD	"FdhD protein"	1	0.01
K06221	dkgA	"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]"	3	0.02
K05813	ugpB	"sn-glycerol 3-phosphate transport system substrate-binding protein"	4	0.02
K03655	recG	"ATP-dependent DNA helicase RecG [EC:3.6.4.12]"	2	0.01
K04043	dnaK, HSPA9	"molecular chaperone DnaK"	2	0.01
K02400	flhA	"flagellar biosynthesis protein FlhA"	3	0.02
K01000	mraY	"phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]"	6	0.03
K02390	flgE	"flagellar hook protein FlgE"	2	0.01
K03322	mntH	"manganese transport protein"	4	0.02
K06041	kdsD, kpsF	"arabinose-5-phosphate isomerase [EC:5.3.1.13]"	3	0.02
K01939	purA, ADSS	"adenylosuccinate synthase [EC:6.3.4.4]"	3	0.02
K00210	E1.3.1.12	"prephenate dehydrogenase [EC:1.3.1.12]"	2	0.01
K06200	cstA	"carbon starvation protein"	1	0.01
K03977	engA, der	"GTPase"	7	0.04
K01685	uxaA	"altronate hydrolase [EC:4.2.1.7]"	2	0.01
K03823	pat	"phosphinothricin acetyltransferase [EC:2.3.1.183]"	1	0.01
K16177	mtmC	"monomethylamine corrinoid protein"	1	0.01
K07650	cssS	"two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]"	16	0.09
K03762	proP	"MFS transporter, MHS family, proline/betaine transporter"	28	0.15
K07462	recJ	"single-stranded-DNA-specific exonuclease [EC:3.1.-.-]"	2	0.01
K01844	kamD	"beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]"	1	0.01
K02257	COX10, ctaB, cyoE	"heme o synthase [EC:2.5.1.141]"	5	0.03
K03218	rlmB	"23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]"	6	0.03
K03040	rpoA	"DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]"	6	0.03
K02808	PTS-Scr-EIIA, scrA, ptsS	"PTS system, sucrose-specific IIA component [EC:2.7.1.211]"	12	0.07
K01610	E4.1.1.49, pckA	"phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"	3	0.02
K06942	ychF	"ribosome-binding ATPase"	3	0.02
K12823	DDX5, DBP2	"ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]"	2	0.01
K13018	wbpD, wlbB	"UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]"	4	0.02
K01694	TRP	"tryptophan synthase [EC:4.2.1.20]"	3	0.02
K02033	ABC.PE.P	"peptide/nickel transport system permease protein"	9	0.05
K01925	murD	"UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]"	9	0.05
K10243		""	5	0.03
K03321	TC.SULP	"sulfate permease, SulP family"	1	0.01
K02825	pyrR	"pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]"	1	0.01
K01878	glyQ	"glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]"	2	0.01
K09972	aapP, bztD	"general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]"	5	0.03
K19639	PR	"perakine reductase [EC:1.1.1.317]"	1	0.01
K03639	moaA, CNX2	"GTP 3',8-cyclase [EC:4.1.99.22]"	5	0.03
K04485	radA, sms	"DNA repair protein RadA/Sms"	3	0.02
K07701	dcuS	"two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]"	1	0.01
K03086	rpoD	"RNA polymerase primary sigma factor"	5	0.03
K09862	K09862	"uncharacterized protein"	1	0.01
K03645	seqA	"negative modulator of initiation of replication"	1	0.01
K04077	groEL, HSPD1	"chaperonin GroEL"	6	0.03
K00997	acpS	"holo-[acyl-carrier protein] synthase [EC:2.7.8.7]"	2	0.01
K09510	DNAJB4	"DnaJ homolog subfamily B member 4"	1	0.01
K09790	K09790	"uncharacterized protein"	1	0.01
K00264	GLT1	"glutamate synthase (NADH) [EC:1.4.1.14]"	4	0.02
K03925	mraZ	"MraZ protein"	1	0.01
K02477	K02477	"two-component system, LytTR family, response regulator"	1	0.01
K01004	pcs	"phosphatidylcholine synthase [EC:2.7.8.24]"	1	0.01
K01952	PFAS, purL	"phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]"	5	0.03
K02806	PTS-Ntr-EIIA, ptsN	"PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]"	21	0.12
K01886	QARS, glnS	"glutaminyl-tRNA synthetase [EC:6.1.1.18]"	1	0.01
K03367	dltA	"D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]"	7	0.04
K10942	flrB, fleS	"two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]"	16	0.09
K09816	znuB	"zinc transport system permease protein"	2	0.01
K03632	mukB	"chromosome partition protein MukB"	1	0.01
K01520	dut, DUT	"dUTP pyrophosphatase [EC:3.6.1.23]"	4	0.02
K02818	PTS-Tre-EIIB, treB	"PTS system, trehalose-specific IIB component [EC:2.7.1.201]"	12	0.07
K06021		""	3	0.02
K03575	mutY	"A/G-specific adenine glycosylase [EC:3.2.2.31]"	3	0.02
K21502	Gp4	"DNA primase/helicase [EC:2.7.7.- 3.6.4.12]"	2	0.01
K02803	PTS-Nag-EIIB, nagE	"PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193]"	12	0.07
K03049	rpoE1	"DNA-directed RNA polymerase subunit E' [EC:2.7.7.6]"	3	0.02
K21512	gpA	"terminase, large subunit [EC:3.1.21.4]"	1	0.01
K02040	pstS	"phosphate transport system substrate-binding protein"	1	0.01
K00554	trmD	"tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]"	4	0.02
K02786	PTS-Lac-EIIA, lacF	"PTS system, lactose-specific IIA component [EC:2.7.1.207]"	1	0.01
K00368	nirK	"nitrite reductase (NO-forming) [EC:1.7.2.1]"	1	0.01
K05595	marC	"multiple antibiotic resistance protein"	1	0.01
K01698	hemB, ALAD	"porphobilinogen synthase [EC:4.2.1.24]"	1	0.01
K01529	yjjX	"inosine/xanthosine triphosphatase [EC:3.6.1.-]"	6	0.03
K03148	thiF	"sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]"	1	0.01
K07652	vicK	"two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]"	43	0.24
K02770	PTS-Fru-EIIC, fruA	"PTS system, fructose-specific IIC component"	18	0.10
K02810	PTS-Scr-EIIC, scrA, sacP, sacX, ptsS	"PTS system, sucrose-specific IIC component"	12	0.07
K02804	PTS-Nag-EIIC, nagE	"PTS system, N-acetylglucosamine-specific IIC component"	12	0.07
K11198	PTS-Mng-EIIA, mngA, hrsA	"PTS system, 2-O-A-mannosyl-D-glycerate-specific IIA component [EC:2.7.1.195]"	14	0.08
K01556	KYNU, kynU	"kynureninase [EC:3.7.1.3]"	1	0.01
K00087	ygeS, xdhA	"xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]"	1	0.01
K01568	PDC, pdc	"pyruvate decarboxylase [EC:4.1.1.1]"	2	0.01
K00380	cysJ	"sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]"	3	0.02
K03705	hrcA	"heat-inducible transcriptional repressor"	4	0.02
K00912	lpxK	"tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]"	2	0.01
K01465	URA4, pyrC	"dihydroorotase [EC:3.5.2.3]"	9	0.05
K14347	SLC10A7, P7	"solute carrier family 10 (sodium/bile acid cotransporter), member 7"	3	0.02
K02050	ABC.SN.P	"NitT/TauT family transport system permease protein"	6	0.03
K09810	lolD	"lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]"	7	0.04
K14541	DUR1	"urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]"	4	0.02
K06881	nrnA	"bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]"	1	0.01
K02779	PTS-Glc-EIIC, ptsG	"PTS system, glucose-specific IIC component"	12	0.07
K03758	arcD, lysl, lysP	"arginine:ornithine antiporter / lysine permease"	4	0.02
K02950	RP-S12, MRPS12, rpsL	"small subunit ribosomal protein S12"	2	0.01
K10711	frlR	"GntR family transcriptional regulator, frlABCD operon transcriptional regulator"	1	0.01
K02015	ABC.FEV.P	"iron complex transport system permease protein"	15	0.08
K12996	rgpA	"rhamnosyltransferase [EC:2.4.1.-]"	1	0.01
K04755	fdx	"ferredoxin, 2Fe-2S"	3	0.02
K00374	narI, narV	"nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]"	1	0.01
K00259	ald	"alanine dehydrogenase [EC:1.4.1.1]"	2	0.01
K08683	HSD17B10	"3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]"	1	0.01
K15548	aaeA	"p-hydroxybenzoic acid efflux pump subunit AaeA"	1	0.01
K10124	bglH	"carbohydrate-specific outer membrane porin"	1	0.01
K22131	otnI	"2-dehydrotetronate isomerase [EC:5.3.1.35]"	1	0.01
K00412	CYTB, petB	"ubiquinol-cytochrome c reductase cytochrome b subunit"	2	0.01
K05801	djlA	"DnaJ like chaperone protein"	1	0.01
K00574	cfa	"cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]"	2	0.01
K09710	ybeB	"ribosome-associated protein"	1	0.01
K02340	holA	"DNA polymerase III subunit delta [EC:2.7.7.7]"	9	0.05
K10004	gltL, aatP	"glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]"	1	0.01
K02338	dnaN	"DNA polymerase III subunit beta [EC:2.7.7.7]"	12	0.07
K09471	puuB, ordL	"gamma-glutamylputrescine oxidase [EC:1.4.3.-]"	1	0.01
K01599	hemE, UROD	"uroporphyrinogen decarboxylase [EC:4.1.1.37]"	4	0.02
K02445	glpT	"MFS transporter, OPA family, glycerol-3-phosphate transporter"	1	0.01
K01940	argG, ASS1	"argininosuccinate synthase [EC:6.3.4.5]"	11	0.06
K01607	pcaC	"4-carboxymuconolactone decarboxylase [EC:4.1.1.44]"	1	0.01
K11607	sitB	"manganese/iron transport system ATP-binding protein"	2	0.01
K03588	ftsW, spoVE	"cell division protein FtsW"	1	0.01
K10718	JHAMT	"juvenile hormone-III synthase [EC:2.1.1.325]"	1	0.01
K00595	cobL	"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]"	2	0.01
K00806	uppS	"undecaprenyl diphosphate synthase [EC:2.5.1.31]"	2	0.01
K13279	PRDX1	"peroxiredoxin 1 [EC:1.11.1.15]"	5	0.03
K10545	xylG	"D-xylose transport system ATP-binding protein [EC:7.5.2.10]"	1	0.01
K06948	yqeH	"30S ribosome assembly GTPase"	1	0.01
K00598	tam	"trans-aconitate 2-methyltransferase [EC:2.1.1.144]"	2	0.01
K10764	metZ	"O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]"	2	0.01
K00034	gdh	"glucose 1-dehydrogenase [EC:1.1.1.47]"	3	0.02
K13421	UMPS	"uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23]"	2	0.01
K01207	nagZ	"beta-N-acetylhexosaminidase [EC:3.2.1.52]"	2	0.01
K01195	uidA, GUSB	"beta-glucuronidase [EC:3.2.1.31]"	3	0.02
K00865	glxK, garK	"glycerate 2-kinase [EC:2.7.1.165]"	1	0.01
K03621	plsX	"phosphate acyltransferase [EC:2.3.1.274]"	3	0.02
K00674	dapD	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]"	11	0.06
K00812	aspB	"aspartate aminotransferase [EC:2.6.1.1]"	7	0.04
K07653	mprB	"two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]"	56	0.31
K09117	K09117	"uncharacterized protein"	1	0.01
K01656	TRP3	"anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48]"	9	0.05
K07662	cpxR	"two-component system, OmpR family, response regulator CpxR"	1	0.01
K01186	NEU1	"sialidase-1 [EC:3.2.1.18]"	5	0.03
K01265	map	"methionyl aminopeptidase [EC:3.4.11.18]"	4	0.02
K00281	GLDC, gcvP	"glycine dehydrogenase [EC:1.4.4.2]"	5	0.03
K04083	hslO	"molecular chaperone Hsp33"	1	0.01
K08307	mltD, dniR	"membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]"	9	0.05
K00018	hprA	"glycerate dehydrogenase [EC:1.1.1.29]"	1	0.01
K00702	E2.4.1.20	"cellobiose phosphorylase [EC:2.4.1.20]"	3	0.02
K02965	RP-S19, rpsS	"small subunit ribosomal protein S19"	1	0.01
K01938	fhs	"formate--tetrahydrofolate ligase [EC:6.3.4.3]"	7	0.04
K05685	macB	"macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]"	4	0.02
K03074	secF	"preprotein translocase subunit SecF"	1	0.01
K15986	ppaC	"manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]"	1	0.01
K02907	RP-L30, MRPL30, rpmD	"large subunit ribosomal protein L30"	1	0.01
K02749	PTS-Glv-EIIB, glvB, malP, aglA	"PTS system, alpha-glucoside-specific IIB component [EC:2.7.1.208 2.7.1.-]"	10	0.05
K11328	nrsS, rppB	"two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]"	13	0.07
K10025	aotP	"arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1]"	3	0.02
K00568	ubiG	"2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]"	2	0.01
K01249		""	2	0.01
K21420	bpt	"leucyl-tRNA---protein transferase [EC:2.3.2.29]"	3	0.02
K00532	E1.12.7.2	"ferredoxin hydrogenase [EC:1.12.7.2]"	2	0.01
K11186	MTRYP	"mitochondrial tryparedoxin peroxidase, trypanosomatid typical 2-Cys peroxiredoxin [EC:1.11.1.15]"	5	0.03
K13954	yiaY	"alcohol dehydrogenase [EC:1.1.1.1]"	2	0.01
K03071	secB	"preprotein translocase subunit SecB"	2	0.01
K11201	PTS-Fru2-EIIA	"PTS system, fructose-specific IIA-like component [EC:2.7.1.-]"	20	0.11
K03592	pmbA	"PmbA protein"	4	0.02
K03279	waaJ, rfaJ	"UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]"	2	0.01
